4	tweet_textual_content	len	ID	Date	Source	Likes	RTs
359	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→20:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#7 Melon
#7 FLO🔻1
#10 olleh 🔻1
#10 genie 🔻1…"	145	1140951234863435776	Tue Jun 18 11:55:46 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	52
360	RT @zzz_zZ__: 알라딘 후기 자스알라 개짱 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 보는내내 이짤방 생각나서 울엇다,,,,,고하네요 #Jasmine  #Aladdin &lt;이거임티 개귀여워 https://t.co/sUaK2ZQMo5	125	1140951064834822144	Tue Jun 18 11:55:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	34
361	We just saw Aladdin for the second time and I loved it just as much as watching it the first time. https://t.co/g8Dl1AvqpF	122	1140950719031197696	Tue Jun 18 11:53:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
362	WHO VOICED THE CARPET IN ALADDIN	32	1140950926225625095	Tue Jun 18 11:54:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
363	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951003702784000	Tue Jun 18 11:54:51 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	13938
364	"RT @sj_charts: #PinkMagic DIGITAL STREAM:

🎧Melon:https://t.co/AXg5NP9L0B
🎧FLO:https://t.co/jl5M6SIyO2
🎧Genie:https://t.co/wusx6Taw8F
🎧Nave…"	144	1140950701234741248	Tue Jun 18 11:53:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	107
365	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950858231767040	Tue Jun 18 11:54:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686
366	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140951157038145541	Tue Jun 18 11:55:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
367	RT @Chilli_Pari: A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	101	1140950789164130304	Tue Jun 18 11:54:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	8
368	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950792783798272	Tue Jun 18 11:54:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
369	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950960518369280	Tue Jun 18 11:54:41 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
370	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950717487865856	Tue Jun 18 11:53:43 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
371	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950638177579009	Tue Jun 18 11:53:24 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
372	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140950912732499968	Tue Jun 18 11:54:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	676
373	RT @Chilli_Pari: A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	101	1140950807648468992	Tue Jun 18 11:54:05 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8
374	Finally gonna watch Aladdin	27	1140951200982020096	Tue Jun 18 11:55:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
375	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951086288658433	Tue Jun 18 11:55:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
376	@sunatsunset ahia, non hai visto aladdin? 😔	44	1140951128848420864	Tue Jun 18 11:55:21 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
377	Aladdin was actually pretty good.	33	1140951193994141701	Tue Jun 18 11:55:37 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
378	"RT @sj_charts: #PinkMagic DIGITAL STREAM:

🎧Melon:https://t.co/AXg5NP9L0B
🎧FLO:https://t.co/jl5M6SIyO2
🎧Genie:https://t.co/wusx6Taw8F
🎧Nave…"	144	1140951113132232704	Tue Jun 18 11:55:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	107
379	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951097445502976	Tue Jun 18 11:55:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
380	Maybe I didn't fail my Spanish oral exam, I'm going to see aladdin for the 3rd time AND there's another pro tour I'… https://t.co/0btKEb3kUy	140	1140950908840435712	Tue Jun 18 11:54:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
381	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950645484261381	Tue Jun 18 11:53:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
382	"RT @Hartes_Geld: Großer Erfolg nach #Migranten-Angriffen in Schwimmbädern in #München:
Wer schwimmen geht, genießt schon bei der Anfahrt Po…"	140	1140950723422765056	Tue Jun 18 11:53:44 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	200
383	"RT @jess_tutoriales: ⚠️ARMY AVISO Genie Music Awards 2019⚠️

Se anunció la fecha de estos premios: el 01.08.2019
Votaciones: del 20.06.2019…"	140	1140950744419487745	Tue Jun 18 11:53:49 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	100
384	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140950897800839168	Tue Jun 18 11:54:26 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
385	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140951054923661312	Tue Jun 18 11:55:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
386	RT @NmgFCRM8: Je sais pas si on se rend assez compte du genie de ces hommes. Les mecs roules à 200-250km/h dans des circuits et des endroit…	140	1140950847167389697	Tue Jun 18 11:54:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	103
387	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950872924385281	Tue Jun 18 11:54:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
388	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950680682688513	Tue Jun 18 11:53:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
389	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950771761999875	Tue Jun 18 11:53:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
390	"RT @sj_charts: #PinkMagic DIGITAL STREAM:

🎧Melon:https://t.co/AXg5NP9L0B
🎧FLO:https://t.co/jl5M6SIyO2
🎧Genie:https://t.co/wusx6Taw8F
🎧Nave…"	144	1140951237849837568	Tue Jun 18 11:55:47 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	107
391	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950823930867712	Tue Jun 18 11:54:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
392	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950968005087232	Tue Jun 18 11:54:43 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	193
393	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951166156775424	Tue Jun 18 11:55:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
394	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140951137169870859	Tue Jun 18 11:55:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
395	"RT @sj_charts: #PinkMagic DIGITAL STREAM:

🎧Melon:https://t.co/AXg5NP9L0B
🎧FLO:https://t.co/jl5M6SIyO2
🎧Genie:https://t.co/wusx6Taw8F
🎧Nave…"	144	1140951453261058048	Tue Jun 18 11:56:38 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	107
396	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951555786473472	Tue Jun 18 11:57:03 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2687
397	"RT @G3N13M4G1C: 나를 불러낸 위대한 자여. 세 가지 소원을 들어드릴 것을 맹세합니다.

/2019 Aladdin, Genie

@collect_aboutU @collect_dau https://t.co/sV0hjVG1eN"	130	1140951275690811392	Tue Jun 18 11:55:56 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	15
398	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951622970777602	Tue Jun 18 11:57:19 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
399	RT @cumarachel: Jadi inget film Enemy of The State-nya Will Smith. Dimana negara punya otoritas penuh untuk mengintai dan memata-matai warg…	140	1140951293025898497	Tue Jun 18 11:56:00 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	57
400	"RT @luna_miduki: 🧞‍♂️cosplay🧞‍♀️
【アラジン Aladdin/ジャファー Jafar】

金曜ロードショウ見逃したんですよ…

特殊メイクの練習をした大臣さま🐍
三脚撮影です
ジャファーさまの指が特に好きなんですよ！セクシー！！！！❤️ http…"	143	1140951689958166529	Tue Jun 18 11:57:35 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1043
401	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951382985281537	Tue Jun 18 11:56:22 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
402	This week I'm doing things that make me happy. Saw Aladdin in theatres, going to sewing and dressmaking classes the… https://t.co/tGWCVs936L	140	1140951362739560451	Tue Jun 18 11:56:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1
403	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951629463580672	Tue Jun 18 11:57:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
404	@starkcsjb sì, ho visto Aladdin	31	1140951293520949248	Tue Jun 18 11:56:00 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	1	0
405	Ya quisieras ser Aladdin. https://t.co/Xnb8YHUKRv	49	1140951761412378624	Tue Jun 18 11:57:52 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
406	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951586958528512	Tue Jun 18 11:57:10 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
407	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951409161994240	Tue Jun 18 11:56:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
408	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140951627278327808	Tue Jun 18 11:57:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
409	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951526984179713	Tue Jun 18 11:56:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
410	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951619552415744	Tue Jun 18 11:57:18 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
411	@yung_zayto Where’s Will Smith or Biggy or Tupac or SWV or Boys II Men or New Edition or Bobby Brown omg there is so much more 😭	129	1140951300580028423	Tue Jun 18 11:56:02 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
412	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140951759117926400	Tue Jun 18 11:57:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
413	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951732966477825	Tue Jun 18 11:57:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
414	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140951443416866816	Tue Jun 18 11:56:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
415	"RT @VCOE_AT: ""Ausgerechnet das klimaschädlichste Verkehrsmittel genießt umfangreiche Steuerprivilegien. Der steuerrechtliche Freiflug ist a…"	140	1140951577672523781	Tue Jun 18 11:57:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	17
416	"RT @TommyDoyle47: Suicide Squad, 2016.  🔫🎈🔥💥
Thoughts? Comments? 
Do you like Idris Elba taking over for Will Smith? https://t.co/xSDO0Ya94e"	144	1140951812771667973	Tue Jun 18 11:58:04 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	6
417	Aladdin aladdin, boleh pinjam karpet terbangnya ga?	51	1140951472265318406	Tue Jun 18 11:56:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
418	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951505119264769	Tue Jun 18 11:56:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
419	RT @Chilli_Pari: A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	101	1140951795608408064	Tue Jun 18 11:58:00 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8
420	The song 'Speechless' from the movie Aladdin could have been the perfect solo number for Tina Cohen-Chang if Glee w… https://t.co/RqdpQ75iQc	140	1140951602833977344	Tue Jun 18 11:57:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
421	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951613147951106	Tue Jun 18 11:57:17 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
422	RT @misswholesome_: This week I'm doing things that make me happy. Saw Aladdin in theatres, going to sewing and dressmaking classes then Sa…	140	1140951549386067969	Tue Jun 18 11:57:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1
423	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→20:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#7 Melon
#7 FLO🔻1
#10 olleh 🔻1
#10 genie 🔻1…"	145	1140951646396006400	Tue Jun 18 11:57:25 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	52
424	RT @nflying_charts: N.Flying’s Rooftop has surpassed 38 million streams on Genie.	81	1140951529655959553	Tue Jun 18 11:56:57 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	7
425	"a bunch of movie reviews going up this week
John Wick 3? i got u bby
dark phoenix? alrighty then 
aladdin? heck ye… https://t.co/XVpoyEpKqS"	139	1140951423204638721	Tue Jun 18 11:56:31 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
426	pota nagmahay jud ko nga clarita among gilantaw ba. mas maayo ju'g aladdin to! animal	85	1140951829242449920	Tue Jun 18 11:58:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
427	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140951728155553792	Tue Jun 18 11:57:44 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
428	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140951807365173249	Tue Jun 18 11:58:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	16109
429	"RT @weareoneEXO: 레이 LAY [Honey]

🎧Melon: https://t.co/gEpoWBX55j
🎧FLO: https://t.co/YViy7WBxL5
🎧genie: https://t.co/lSdgn11JEQ
🎧NAVER MUSIC…"	144	1140951429252878338	Tue Jun 18 11:56:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	32873
430	Aladdin and Jasmine tryna get Abu back @MenaMassoud @NaomiScott https://t.co/xZOcg6wsSq	87	1140951434688491520	Tue Jun 18 11:56:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
431	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951568486768642	Tue Jun 18 11:57:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
432	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951357815267328	Tue Jun 18 11:56:16 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2687
433	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951751840845825	Tue Jun 18 11:57:50 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
434	@askmenfess aladdin	19	1140951352689823745	Tue Jun 18 11:56:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
435	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140951468889034752	Tue Jun 18 11:56:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
436	The one thing stopping me from watching #Alaadin is actually the genie, although I got nothing against Will Smith,… https://t.co/F9SGtL9mqB	139	1140951639014199302	Tue Jun 18 11:57:23 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
437	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140951699021942784	Tue Jun 18 11:57:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
438	Answer to Are increased troops in the Middle East a sure sign we are headed for war with Iran? by Will Smith https://t.co/qNmAjPwEXj	132	1140951368150278144	Tue Jun 18 11:56:18 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
439	"RT @donghaebluue: Yesung's name is trending on melon and genie search 💙💙🙆‍♀️
#SuperJunior #PinkMagic @SJofficial @shfly3424 https://t.co/wn…"	143	1140951487717056512	Tue Jun 18 11:56:47 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	145
440	"RT @ktnhtrz_key: 【弾いてみた】

ディズニー映画Aladdinより
A whole new world 

この間映画やっと見てきました泣いた
アラジンは曲がかっこいい、この曲も好きやけど他の曲もほんとにかっこいい
映画絶対見て絶対ね

#弾いてみた 
#コト…"	140	1140951556990201860	Tue Jun 18 11:57:03 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3
441	#KostenloseHypnose | Genieße jetzt das sanfte, erotische Kribbeln in deinem Kopf, das von @dea_levina's sinnlicher… https://t.co/tjrymeWq9c	139	1140951574140915717	Tue Jun 18 11:57:07 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	0
442	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951367172812802	Tue Jun 18 11:56:18 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
443	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140951422004940800	Tue Jun 18 11:56:31 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
444	"RT @Kefera: Will Smith disse: ""sua felicidade não é minha responsabilidade. Vc deve ser feliz e eu devo ser feliz individualmente. Então no…"	140	1140951839929712645	Tue Jun 18 11:58:11 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	8562
445	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140951584697978880	Tue Jun 18 11:57:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
446	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140951391046963200	Tue Jun 18 11:56:24 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	193
447	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140951519778394112	Tue Jun 18 11:56:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2687
448	Still massively in love with the maccosmeticsaustralia Aladdin collection, and the movie as well!! A lot of the son… https://t.co/hhCYk4D8T5	140	1140951535171489792	Tue Jun 18 11:56:58 +0000 2019	"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>"	0	0
