4	tweet_textual_content	len	ID	Date	Source	Likes	RTs
177	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949654659579905	Tue Jun 18 11:49:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
178	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140949931345240064	Tue Jun 18 11:50:36 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	193
179	i m here to announce i m finally goin to watch aladdin	54	1140950080955936768	Tue Jun 18 11:51:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
180	@pratiwizp Jadi bener jin tuh suka teko kaya di film aladdin?	61	1140949833823297536	Tue Jun 18 11:50:12 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
181	RT @Chilli_Pari: A Whole New World (Ost Aladdin) dangdut version https://t.co/UPZZktcBzQ via @YouTube	101	1140950064346456064	Tue Jun 18 11:51:07 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	8
182	@Biletiva Dün Ankara Arcadium sinemalarında Aladdin 13:40 seansına bilet aldım. Fakat işim çıktı gidemeyeceğim. Bil… https://t.co/YJJyMctJEw	140	1140949635055456256	Tue Jun 18 11:49:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
183	Guys fokus ke digital juga, contohnya genie	43	1140949795818758144	Tue Jun 18 11:50:03 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0
184	"RT @HeelsFairyTales: I wasn’t entirely convinced that Mena Massoud was the best choice to play Aladdin. 

Update after watching the film:
H…"	140	1140949983669161984	Tue Jun 18 11:50:48 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	15
185	@Vincent_from_S3 hans zimmer so ein genie	41	1140950066003361792	Tue Jun 18 11:51:08 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
186	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949721101549573	Tue Jun 18 11:49:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
187	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949995451011073	Tue Jun 18 11:50:51 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
188	"RT @luna_miduki: 🧞‍♂️cosplay🧞‍♀️
【アラジン Aladdin/ジャファー Jafar】

金曜ロードショウ見逃したんですよ…

特殊メイクの練習をした大臣さま🐍
三脚撮影です
ジャファーさまの指が特に好きなんですよ！セクシー！！！！❤️ http…"	143	1140949829733851136	Tue Jun 18 11:50:11 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	1043
189	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950013884821504	Tue Jun 18 11:50:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
190	"[genie] [메세지] 
[공유] ♬Radio, Play this song (Feat. Fingazz) - Francis (프란시스)
 https://t.co/lhSUnHuyn4"	100	1140949820133130241	Tue Jun 18 11:50:09 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0
191	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950013733769218	Tue Jun 18 11:50:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
192	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949595473641472	Tue Jun 18 11:49:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2684
193	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950015549952002	Tue Jun 18 11:50:56 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
194	"RT @correctaladdin: Jasmine: you lied?

Aladdin: I may have.

Jasmine: you may have or you did?

Aladdin: I may have did."	121	1140949685433176065	Tue Jun 18 11:49:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5
195	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140949806614843392	Tue Jun 18 11:50:06 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2684
196	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140949979642486786	Tue Jun 18 11:50:47 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
197	RT @EightBitArt: Can people be less like Elon Musk and more like Will Smith please? https://t.co/AikaFM8T9K	107	1140950429947301888	Tue Jun 18 11:52:34 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	20393
198	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→14:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#5 FLO
#6 Melon
#9 olleh 
#9 genie 
#9 Mnet…"	142	1140950191052210177	Tue Jun 18 11:51:38 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	69
199	RT @info_pasta: A Whole New World / Disnny-Aladdin https://t.co/P2VXYpoBpQ	74	1140950135242776576	Tue Jun 18 11:51:24 +0000 2019	"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>"	0	25
200	Das letzte Universal-Genie der Deutschen https://t.co/6kKkhENkCC	64	1140950329577504769	Tue Jun 18 11:52:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	2	0
201	"RT @Beshochan95: Her voice!!!😿💘💘💘
#Aladdin
https://t.co/SWjQzNG6dy"	70	1140950320308088834	Tue Jun 18 11:52:08 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	24
202	"RT @beaIstreet: beyoncé não pode ser a nala porque não tem voz de leão 

will smith não pode ser o gênio porque não é azul

zendaya não pod…"	140	1140950184865783808	Tue Jun 18 11:51:36 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	25
203	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950371214356480	Tue Jun 18 11:52:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
204	RT @25_01cm: สำหรับใครที่ต้องการ Stream เองผ่านแอป Melon, Genie แนะนำให้สตรีมตาม playlist นี้นะครับ ถ้าจะสตรีมผ่าน Spotify แนะนำให้เปิด vpn…	140	1140950300733239296	Tue Jun 18 11:52:04 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	15
205	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950602819788800	Tue Jun 18 11:53:16 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
206	"RT @absixxx66: 🏆2019 MGMA 시상식🏆

❗️19.08.01에 열리는 올해 첫 시상식❗️

👉6월 20일 부터 투표 시작
예삐들에게 신인상 안겨줄 준비 되셨나요?

✔️🌟숨스밍🌟
✔️genie 아이디 많이많이 만들기

위에 두가지는…"	144	1140950212988399616	Tue Jun 18 11:51:43 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	198
207	@lwgowin @bigdaddy195406 @chick_in_kiev @espiers I don't think will smith's ever made rap like that? Lol	104	1140950348821143552	Tue Jun 18 11:52:15 +0000 2019	"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>"	0	0
208	"RT @TEAMBTS_VN: 🗓 ARMY FIGHTING

Các giải tiếp theo chúng ta sắp VOTE:
💥 Teen Choice Music Awards
💥 M2 x Genie Music Awards 
💥 Soribada

(B…"	144	1140950331183923201	Tue Jun 18 11:52:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	51
209	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950411978821632	Tue Jun 18 11:52:30 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686
210	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950598507831296	Tue Jun 18 11:53:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	6120
211	"RT @AndrewChamings: [the day after I meet a genie]

boss: hey team, you can all leave five minutes early today 

me: *loudly* oh wow so wei…"	140	1140950287718465536	Tue Jun 18 11:52:01 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2673
212	@askmenfess greatest showman, a star is born, aladdin hm	56	1140950609337569280	Tue Jun 18 11:53:17 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
213	"RT @nimiovnimio: 190618 업데이트 #빅스 #레오 #LEO #MUSE #로맨티시즘 &lt;Dance Performance&gt;
https://t.co/pHZYNdV8A7 [GENIE MUSIC] 사각라이브 https://t.co/yyb1pGm…"	146	1140950514118492160	Tue Jun 18 11:52:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	97
214	[Aladdin] A Whole New World Cover by 相宮零 × Moose https://t.co/388qCAdXRF	72	1140950185830318080	Tue Jun 18 11:51:36 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
215	@askmenfess aladdin, titanic, fifty shades of grey	50	1140950627196887040	Tue Jun 18 11:53:22 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
216	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950404198309888	Tue Jun 18 11:52:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686
217	RT @markood68: der neue Men In Black Film floppt an der Kino Kasse ohne will smith wird das nichts und der neue Joker Film wird auch nichts…	140	1140950581735055360	Tue Jun 18 11:53:11 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2
218	RT @QueenVIPam: A whole new world #BIGBANG #Aladdin https://t.co/ZSa0kUveqM	75	1140950149818007552	Tue Jun 18 11:51:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	709
219	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950454978994176	Tue Jun 18 11:52:40 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
220	"RT @ronniesramirez: ""naomi would always check in with me and be like, ""you realize you're playing aladdin, right?"" love her for being his h…"	140	1140950273726324737	Tue Jun 18 11:51:57 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	10
221	RT @chuuzus: one of the most inspirational father &amp; son scenes from will smith and jaden smith. https://t.co/aGINTbR7Mp	123	1140950372758016001	Tue Jun 18 11:52:21 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	16109
222	"RT @ExoChartBot: 190618 19 KST #LoveShot
Melon 57th ▽4
Genie 84th ▲12
#EXO https://t.co/mhSNy5h9Sg"	98	1140950408392691712	Tue Jun 18 11:52:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	3
223	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140950533009575937	Tue Jun 18 11:52:59 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
224	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950579562237952	Tue Jun 18 11:53:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	13938
225	"RT @ExoChartBot: 190618 20 KST #LoveShot
Melon 51st ▲6
Genie 97th ▽13
#EXO https://t.co/mhSNy5h9Sg"	98	1140950423412432896	Tue Jun 18 11:52:33 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5
226	"RT @agusoyeon: #G_I_DLE ""Uh_Oh"" - 2019-06-26:

#1 Bugs 
#1 Naver
#1 Soribada 
#1 Genie 
#1 Melon 
#2 Mnet"	105	1140950305112305664	Tue Jun 18 11:52:05 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	15
227	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950512147107841	Tue Jun 18 11:52:54 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
228	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→14:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#5 FLO
#6 Melon
#9 olleh 
#9 genie 
#9 Mnet…"	142	1140950619148042240	Tue Jun 18 11:53:20 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	69
229	"RT @nimiovnimio: 190618 업데이트 #빅스 #레오 #LEO #MUSE #로맨티시즘 &lt;Dance Performance&gt;
https://t.co/pHZYNdV8A7 [GENIE MUSIC] 사각라이브 https://t.co/yyb1pGm…"	146	1140950293502484480	Tue Jun 18 11:52:02 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	97
230	¡Princesa Jasmine! ¿Ha llegado Aladdin? https://t.co/yXRW8M8FIW	63	1140950344698159104	Tue Jun 18 11:52:14 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
231	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950139764219904	Tue Jun 18 11:51:25 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686
232	"RT @SerieTV46: #BTS ""Boy with Luv"" MV feat. Halsey - 19:00 KST:

#6 FLO (=)
#7 MelOn (-1)
#9 Genie (=)
#10 Soribada (+1)
#11 Bugs (=)
#11 M…"	140	1140950567935598592	Tue Jun 18 11:53:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	193
233	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950392890511360	Tue Jun 18 11:52:26 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
234	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950222685650944	Tue Jun 18 11:51:45 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
235	"RT @Kefera: Will Smith disse: ""sua felicidade não é minha responsabilidade. Vc deve ser feliz e eu devo ser feliz individualmente. Então no…"	140	1140950619408281600	Tue Jun 18 11:53:20 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8562
236	RT @MenaMassoud: Smiling because #Aladdin is the number 1 movie in the UK for the 4th weekend in a row! Thanks so much for all your support…	140	1140950529712910338	Tue Jun 18 11:52:58 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	6120
237	"RT @ronniesramirez: mena kissing naomi's forehead is so pure
#aladdin https://t.co/RJtXW1LWsy"	93	1140950286791352320	Tue Jun 18 11:52:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	153
238	"People: Live action Aladdin was awkward as heck by the second half of the movie, Original Aladdin was smoother 😤

M… https://t.co/ZPcVm0hWyL"	141	1140950415954944001	Tue Jun 18 11:52:31 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
239	"[genie] [메세지] 
[공유] ♬Alone (카우보이 비밥 엔딩) - 박완규
 https://t.co/Ozwuu17oIq"	70	1140950550923472896	Tue Jun 18 11:53:03 +0000 2019	"<a href=""http://www.genie.co.kr"" rel=""nofollow"">iGenieMusic</a>"	0	0
240	"RT @breegif: 알라딘 (2019) | 자스알라
#Jasmine #Aladdin #NaomiScott #MenaMassoud https://t.co/S1FhXwobIy"	97	1140950328537255937	Tue Jun 18 11:52:10 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2
241	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950424842670080	Tue Jun 18 11:52:33 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
242	RT @MajorGroup: โอกาสสุดท้ายก่อนพลาด รีบคว้าตะเกียงวิเศษแล้วขอ #พร3ประการ ไปกับหนังแอ็คชั่น-แฟนตาซีสุดตระการตาแห่งปี Disney's #Aladdin อะลา…	140	1140950438839119872	Tue Jun 18 11:52:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	5
243	"RT @TEAMBTS_VN: 🗓 ARMY FIGHTING

Các giải tiếp theo chúng ta sắp VOTE:
💥 Teen Choice Music Awards
💥 M2 x Genie Music Awards 
💥 Soribada

(B…"	144	1140950153567731712	Tue Jun 18 11:51:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	51
244	"RT @donghaebluue: Yesung's name is trending on melon and genie search 💙💙🙆‍♀️
#SuperJunior #PinkMagic @SJofficial @shfly3424 https://t.co/wn…"	143	1140950344869896197	Tue Jun 18 11:52:14 +0000 2019	"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>"	0	145
245	"RT @estrella_mdf: All hail Prince Ali 🍞 
#Aladdin https://t.co/fGAbrHeig6"	74	1140950150648651776	Tue Jun 18 11:51:28 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	559
246	@rainctybliss @askmenfess Aladdin?	34	1140950411282534401	Tue Jun 18 11:52:30 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
247	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950285201711104	Tue Jun 18 11:52:00 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2686
248	"RT @BTSLAB_twt: 19/0618🇰🇷BTS Music Chart→20:00

📊방탄소년단 BoyWithLuv 실시간차트
[#아미가_스ㅁb할게_방탄은_음악만해]

#7 Melon
#7 FLO🔻1
#10 olleh 🔻1
#10 genie 🔻1…"	145	1140950251383037952	Tue Jun 18 11:51:52 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	52
249	@letzgedittt aladdin!	21	1140950149599940608	Tue Jun 18 11:51:28 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	1	0
250	アラジンよかった。エンタメでアクションでディズニーでカラフルでパワフルで。 #Aladdin	46	1140950614181941248	Tue Jun 18 11:53:18 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
251	"RT @itsSarahLines: When Aladdin said:

“Sometimes you just have to take a risk”

 I did that."	93	1140950204801142785	Tue Jun 18 11:51:41 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	377
252	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950253182619648	Tue Jun 18 11:51:52 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
253	Ayer el día se re prestaba para el cine. Fui a ver aladdin porque era la única que quedaba a la noche y obvio que n… https://t.co/5tHcG1YPIS	140	1140950601716654080	Tue Jun 18 11:53:15 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	0
254	"RT @SJofficial: #YESUNG #예성 The 3rd Mini Album [#PinkMagic]
💗Melon: https://t.co/KEuAqnKoi6
💗FLO: https://t.co/GddQ3Gg32r
💗Genie: https://t…"	143	1140950438868447232	Tue Jun 18 11:52:37 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	2686
255	"RT @donghaebluue: Yesung's name is trending on melon and genie search 💙💙🙆‍♀️
#SuperJunior #PinkMagic @SJofficial @shfly3424 https://t.co/wn…"	143	1140950309990125569	Tue Jun 18 11:52:06 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	145
256	RT @nepiheimer: Erstmal den frisch eingeflogenen Sensha mit @Ooyamaneko_san genießen. 💚 https://t.co/wWF5Lgw6st	112	1140950290922913796	Tue Jun 18 11:52:01 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	1
257	the aladdin ad behind the screen was just a coincidence, but me being a drama queen that I'm is crying in ziam rn. https://t.co/AH8INcqcqP	138	1140950406568140801	Tue Jun 18 11:52:29 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	3	0
258	@bulukuc1ng Mauuu nonton aladdin! Sekalian date sm mamaah ehehehe emg tmn date ku yg paling asik cmn nyokap sendiri🙃🙃🙃	121	1140950596733681664	Tue Jun 18 11:53:14 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
259	"RT @saddiepunk: aladdin: *risk his life only for princess jasmine*

jafar: https://t.co/6q90ibHXIx"	98	1140950195485589504	Tue Jun 18 11:51:39 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	676
260	RT @Hoomyalsaeed: On a magic carpet ride 🎵 #Aladdin  https://t.co/yGBh2iIWgq	77	1140950471256883200	Tue Jun 18 11:52:44 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	2
261	RT @ddgf04182: 자스알라 #Aladdin #jasmine https://t.co/7v8zN5vF9D	61	1140950314914160640	Tue Jun 18 11:52:07 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	8014
262	"RT @cherrybcam: . . . may – genie (snsd)
© november breeze

🍒 #may #메이 #cherrybullet #체리블렛 #reallylikecherrybullet https://t.co/L6jRtHS8wt"	139	1140950262590259200	Tue Jun 18 11:51:55 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	10
263	@RoseKellyPC @AmyGarbrecht @KatelynPorter1 @valentinifrank @MichelleAltman1 @nathanvarni @GenieFrancis It’s crazy.… https://t.co/kF5cjk3UCq	139	1140950493793083393	Tue Jun 18 11:52:50 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	1	0
264	RT @KidPaiEngg: “ถ้าไม่สู้เพื่อสิ่งที่ต้องการ ก็อย่าร้องไห้กับสิ่งที่ต้องเสียไป” -Will Smith	92	1140950475400835072	Tue Jun 18 11:52:45 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	13938
265	Did Bambam watch Aladdin?🧐	27	1140950590467596288	Tue Jun 18 11:53:13 +0000 2019	"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>"	0	0
266	"RT @ronniesramirez: ""why him?""
""because it's like DUUUUH!""
#aladdin https://t.co/e9KLvxMWVf"	91	1140950185666682880	Tue Jun 18 11:51:36 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	28
267	"RT @nimiovnimio: 190618 업데이트 #빅스 #레오 #LEO #MUSE #로맨티시즘 &lt;Dance Performance&gt;
https://t.co/pHZYNdV8A7 [GENIE MUSIC] 사각라이브 https://t.co/yyb1pGm…"	146	1140950461421248512	Tue Jun 18 11:52:42 +0000 2019	"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>"	0	97
